GrapeType,Category,Cultivar,Quantity (kg),Year
subopt_01,BRANCAS E ROSADAS,Muscat à Petits Grains,,1985
subopt_01,BRANCAS E ROSADAS,Muller Thurgau,2028.0,1985
subopt_01,BRANCAS E ROSADAS,Muscadelle,,1985
subopt_01,BRANCAS E ROSADAS,Ora,,1985
subopt_01,BRANCAS E ROSADAS,Palomino,30395.0,1985
subopt_01,BRANCAS E ROSADAS,Petit Manseng,,1985
subopt_01,BRANCAS E ROSADAS,Peverella,2630718.0,1985
subopt_01,BRANCAS E ROSADAS,Pinot Blanc,129010.0,1985
subopt_01,BRANCAS E ROSADAS,Pinot Gris,,1985
subopt_01,BRANCAS E ROSADAS,Prosecco,108830.0,1985
subopt_01,BRANCAS E ROSADAS,Red Veltliner,4689.0,1985
subopt_01,BRANCAS E ROSADAS,Riesling Italico,7207668.0,1985
subopt_01,BRANCAS E ROSADAS,Riesling Renano,163005.0,1985
subopt_01,BRANCAS E ROSADAS,Sauvignon Blanc(2),190061.0,1985
subopt_01,BRANCAS E ROSADAS,Sauvignon Gris,,1985
subopt_01,BRANCAS E ROSADAS,Seara Nova,1640.0,1985
subopt_01,BRANCAS E ROSADAS,Semillon,7393292.0,1985
subopt_01,BRANCAS E ROSADAS,Schonburger,,1985
subopt_01,BRANCAS E ROSADAS,Sylvaner,73591.0,1985
subopt_01,BRANCAS E ROSADAS,Tocai Friulano,923.0,1985
subopt_01,BRANCAS E ROSADAS,Trebbiano,24178593.0,1985
subopt_01,BRANCAS E ROSADAS,Trebbiano Toscano,,1985
subopt_01,BRANCAS E ROSADAS,Verdea,,1985
subopt_01,BRANCAS E ROSADAS,Verdelho,7900.0,1985
subopt_01,BRANCAS E ROSADAS,Verdiso,23684.0,1985
subopt_01,BRANCAS E ROSADAS,Vermentino,32124.0,1985
subopt_01,BRANCAS E ROSADAS,Vernaccia,1450663.0,1985
subopt_01,BRANCAS E ROSADAS,Viogner,,1985
subopt_01,BRANCAS E ROSADAS,Viognier,,1985
subopt_01,BRANCAS E ROSADAS,Outras(3),26.0,1985
subopt_01,Total,Total,96298856.0,1985
subopt_02,TINTAS,Bacarina,55878.0,1985
subopt_02,TINTAS,Bailey,,1985
subopt_02,TINTAS,Bordo,36787283.0,1985
subopt_02,TINTAS,Bourdin (S),,1985
subopt_02,TINTAS,BRS Carmen,,1985
subopt_02,TINTAS,BRS Cora,,1985
subopt_02,TINTAS,BRS Magna,,1985
subopt_02,TINTAS,BRS Margot,,1985
subopt_02,TINTAS,BRS Morena,,1985
subopt_02,TINTAS,BRS Núbia,,1985
subopt_02,TINTAS,BRS Rúbea,,1985
subopt_02,TINTAS,BRS Violeta,,1985
subopt_02,TINTAS,BRS Vitória,,1985
subopt_02,TINTAS,Champagnon (Champanheta),,1985
subopt_02,TINTAS,Coleções,,1985
subopt_02,TINTAS,Concord,17270192.0,1985
subopt_02,TINTAS,Concord clone 30,,1985
subopt_02,TINTAS,Couderc,7341937.0,1985
subopt_02,TINTAS,Cynthiana(1),467677.0,1985
subopt_02,TINTAS,Herbemont,47677634.0,1985
subopt_02,TINTAS,IAC 138022,,1985
subopt_02,TINTAS,Isabel,261311720.0,1985
subopt_02,TINTAS,Isabel Precoce,,1985
subopt_02,TINTAS,Jacquez,883337.0,1985
subopt_02,TINTAS,Kyoko,,1985
subopt_02,TINTAS,Landot,21485.0,1985
subopt_02,TINTAS,Mistura de uvas americanas tinto,,1985
subopt_02,TINTAS,Oberlin,177.0,1985
subopt_02,TINTAS,Othello,4862.0,1985
subopt_02,TINTAS,Paco,,1985
subopt_02,TINTAS,Patricia,,1985
subopt_02,TINTAS,Seibel,13394429.0,1985
subopt_02,TINTAS,Seibel 2 (seibeleto),,1985
subopt_02,TINTAS,Seyve Willard (Tinta),,1985
subopt_02,TINTAS,Vênus,,1985
subopt_02,BRANCAS E ROSADAS,Baco,1688.0,1985
subopt_02,BRANCAS E ROSADAS,Bokay,,1985
subopt_02,BRANCAS E ROSADAS,BRS Bibiana,,1985
subopt_02,BRANCAS E ROSADAS,BRS Clara,,1985
subopt_02,BRANCAS E ROSADAS,BRS Lorena,,1985
subopt_02,BRANCAS E ROSADAS,Couderc 13,906354.0,1985
subopt_02,BRANCAS E ROSADAS,Delaware,,1985
subopt_02,BRANCAS E ROSADAS,Dona Zillá,,1985
subopt_02,BRANCAS E ROSADAS,Dut Chess,,1985
subopt_02,BRANCAS E ROSADAS,Goethe,301062.0,1985
subopt_02,BRANCAS E ROSADAS,IAC,,1985
subopt_02,BRANCAS E ROSADAS,Juliana,,1985
subopt_02,BRANCAS E ROSADAS,Martha,9096.0,1985
subopt_02,BRANCAS E ROSADAS,Mistura de uvas americanas,,1985
subopt_02,BRANCAS E ROSADAS,Moscato Embrapa,,1985
subopt_02,BRANCAS E ROSADAS,Niagara,14685699.0,1985
subopt_02,BRANCAS E ROSADAS,Niagara Branca,,1985
subopt_02,BRANCAS E ROSADAS,Niagara Rosada,,1985
subopt_02,BRANCAS E ROSADAS,Poloske,,1985
subopt_02,BRANCAS E ROSADAS,Seleções,,1985
subopt_02,BRANCAS E ROSADAS,Seyve Villard,5234899.0,1985
subopt_02,BRANCAS E ROSADAS,Seyve Villard 5276,,1985
subopt_02,BRANCAS E ROSADAS,Seyve Villard 12375,117279.0,1985
subopt_02,BRANCAS E ROSADAS,Tardia de Caxias,,1985
subopt_02,BRANCAS E ROSADAS,Outras(2),,1985
subopt_02,Total,Total,406472688.0,1985
subopt_03,TINTAS,Alphonse Lavallee,17553.0,1985
subopt_03,TINTAS,Moscato de Hamburgo,,1985
subopt_03,BRANCAS,Cardinal,,1985
subopt_03,BRANCAS,Golden Queen,4921.0,1985
subopt_03,BRANCAS,Patrícia,,1985
subopt_03,BRANCAS,Perlona,10548.0,1985
subopt_03,BRANCAS,Italia,5877.0,1985
subopt_03,BRANCAS,"Rubi (Itália, Itália Ro)",,1985
subopt_03,Total,Total,38899.0,1985
subopt_04,Total,Total,104929.0,1985
subopt_01,TINTAS,Alicante Bouschet,6677.0,1986
subopt_01,TINTAS,Ancelota,,1986
subopt_01,TINTAS,Aramon,,1986
subopt_01,TINTAS,Alfrocheiro,,1986
subopt_01,TINTAS,Arinarnoa,,1986
subopt_01,TINTAS,Aspirant Bouschet,,1986
subopt_01,TINTAS,Barbera,3553090.0,1986
subopt_01,TINTAS,Bonarda,877037.0,1986
subopt_01,TINTAS,Cabernet Franc,6403968.0,1986
subopt_01,TINTAS,Cabernet Sauvignon,539711.0,1986
subopt_01,TINTAS,Caladoc,,1986
subopt_01,TINTAS,Campanario,845.0,1986
subopt_01,TINTAS,Canaiolo,271645.0,1986
subopt_01,TINTAS,Carignan,1508.0,1986
subopt_01,TINTAS,Carmenere,61422.0,1986
subopt_01,TINTAS,Castelão,,1986
subopt_01,TINTAS,Corvina,,1986
subopt_01,TINTAS,Croatina,,1986
subopt_01,TINTAS,Cinsaut,2446.0,1986
subopt_01,TINTAS,Dom Felder,,1986
subopt_01,TINTAS,Dolcetto,,1986
subopt_01,TINTAS,Durif,,1986
subopt_01,TINTAS,Egiodola,,1986
subopt_01,TINTAS,Ekigaina,,1986
subopt_01,TINTAS,Festival (Sugraone),,1986
subopt_01,TINTAS,Franconia,,1986
subopt_01,TINTAS,Freisa,,1986
subopt_01,TINTAS,Gamay St Romain,788089.0,1986
subopt_01,TINTAS,Gamay Beaujolais,,1986
subopt_01,TINTAS,Grand Noir,21.0,1986
subopt_01,TINTAS,Grenache,15851.0,1986
subopt_01,TINTAS,Jaen,,1986
subopt_01,TINTAS,Lagrein,,1986
subopt_01,TINTAS,Lambrusco,6245.0,1986
subopt_01,TINTAS,Malbec,23431.0,1986
subopt_01,TINTAS,Marzemina,159440.0,1986
subopt_01,TINTAS,Merlot,4775740.0,1986
subopt_01,TINTAS,Marselan,,1986
subopt_01,TINTAS,Mistura de uvas viníferas tinto,,1986
subopt_01,TINTAS,Molinera,,1986
subopt_01,TINTAS,Montepulciano,,1986
subopt_01,TINTAS,Moscato Bailey,,1986
subopt_01,TINTAS,Napa Gamay,,1986
subopt_01,TINTAS,Nebbiolo,357.0,1986
subopt_01,TINTAS,Petit Verdot,,1986
subopt_01,TINTAS,Petite Sirah,99786.0,1986
subopt_01,TINTAS,Pinotage,13483.0,1986
subopt_01,TINTAS,Pinot Noir,202820.0,1986
subopt_01,TINTAS,Pinot Saint George,47600.0,1986
subopt_01,TINTAS,Piriquita,,1986
subopt_01,TINTAS,Primitivo,,1986
subopt_01,TINTAS,Rebo,,1986
subopt_01,TINTAS,Refosco,,1986
subopt_01,TINTAS,Rondinella,,1986
subopt_01,TINTAS,Ruby Cabernet,21.0,1986
subopt_01,TINTAS,Sangiovese,77509.0,1986
subopt_01,TINTAS,Saperavi,,1986
subopt_01,TINTAS,Sira (falsa),695871.0,1986
subopt_01,TINTAS,Tannat,68352.0,1986
subopt_01,TINTAS,Tempranillo,,1986
subopt_01,TINTAS,Teroldego,,1986
subopt_01,TINTAS,Torrontes,,1986
subopt_01,TINTAS,Tinta Barroca,,1986
subopt_01,TINTAS,Tinta Roriz,,1986
subopt_01,TINTAS,Touriga Francesa,,1986
subopt_01,TINTAS,Touriga Nacional,,1986
subopt_01,TINTAS,Tinta Madeira,1733.0,1986
subopt_01,TINTAS,Tintoria,,1986
subopt_01,TINTAS,Trincdeira,,1986
subopt_01,TINTAS,Trousseau,,1986
subopt_01,TINTAS,Zinfandel,41460.0,1986
subopt_01,TINTAS,Outras1,,1986
subopt_01,BRANCAS E ROSADAS,Aliatico,,1986
subopt_01,BRANCAS E ROSADAS,Aligote,,1986
subopt_01,BRANCAS E ROSADAS,Altesse,43477.0,1986
subopt_01,BRANCAS E ROSADAS,Alvarinho,,1986
subopt_01,BRANCAS E ROSADAS,Arriloba,,1986
subopt_01,BRANCAS E ROSADAS,Auxerrois,,1986
subopt_01,BRANCAS E ROSADAS,Burger,20591.0,1986
subopt_01,BRANCAS E ROSADAS,Chardonnay,352746.0,1986
subopt_01,BRANCAS E ROSADAS,Chasselas,123305.0,1986
subopt_01,BRANCAS E ROSADAS,Chenin Blanc,110067.0,1986
subopt_01,BRANCAS E ROSADAS,Clairette(1),12182.0,1986
subopt_01,BRANCAS E ROSADAS,Colombard,14480.0,1986
subopt_01,BRANCAS E ROSADAS,Flora,52143.0,1986
subopt_01,BRANCAS E ROSADAS,Garganega,,1986
subopt_01,BRANCAS E ROSADAS,Gewurztraminer,206986.0,1986
subopt_01,BRANCAS E ROSADAS,Gouveio,,1986
subopt_01,BRANCAS E ROSADAS,Gros Manseng,,1986
subopt_01,BRANCAS E ROSADAS,Italia (Pirovano 65) (PE),,1986
subopt_01,BRANCAS E ROSADAS,Maccabeo,,1986
subopt_01,BRANCAS E ROSADAS,Malvasia,2261265.0,1986
subopt_01,BRANCAS E ROSADAS,Malvasia Amarela,,1986
subopt_01,BRANCAS E ROSADAS,Malvasia Bianca,,1986
subopt_01,BRANCAS E ROSADAS,Malvasia Chianti,,1986
subopt_01,BRANCAS E ROSADAS,Malvasia Verde,,1986
subopt_01,BRANCAS E ROSADAS,Malvasia di Candia,,1986
subopt_01,BRANCAS E ROSADAS,Malvasia Istriana,,1986
subopt_01,BRANCAS E ROSADAS,Mistura de uvas viníferas branco,,1986
subopt_01,BRANCAS E ROSADAS,Mistura de uvas viníferas rosado,,1986
subopt_01,BRANCAS E ROSADAS,Moscato Branco,12858661.0,1986
subopt_01,BRANCAS E ROSADAS,Moscato Canelli,7554.0,1986
subopt_01,BRANCAS E ROSADAS,Moscato Giallo,,1986
subopt_01,BRANCAS E ROSADAS,Moscato Nazareno,,1986
subopt_01,BRANCAS E ROSADAS,Moscato Bianco R2,,1986
subopt_01,BRANCAS E ROSADAS,Moscato de Alexandria,,1986
subopt_01,BRANCAS E ROSADAS,Moscato Rosado,,1986
subopt_01,BRANCAS E ROSADAS,Muscat à Petits Grains,,1986
subopt_01,BRANCAS E ROSADAS,Muller Thurgau,7026.0,1986
subopt_01,BRANCAS E ROSADAS,Muscadelle,,1986
subopt_01,BRANCAS E ROSADAS,Ora,,1986
subopt_01,BRANCAS E ROSADAS,Palomino,46533.0,1986
subopt_01,BRANCAS E ROSADAS,Petit Manseng,,1986
subopt_01,BRANCAS E ROSADAS,Peverella,2036768.0,1986
subopt_01,BRANCAS E ROSADAS,Pinot Blanc,168354.0,1986
subopt_01,BRANCAS E ROSADAS,Pinot Gris,,1986
subopt_01,BRANCAS E ROSADAS,Prosecco,122524.0,1986
subopt_01,BRANCAS E ROSADAS,Red Veltliner,2522.0,1986
subopt_01,BRANCAS E ROSADAS,Riesling Italico,4267206.0,1986
subopt_01,BRANCAS E ROSADAS,Riesling Renano,426596.0,1986
subopt_01,BRANCAS E ROSADAS,Sauvignon Blanc(2),250087.0,1986
subopt_01,BRANCAS E ROSADAS,Sauvignon Gris,,1986
subopt_01,BRANCAS E ROSADAS,Seara Nova,965.0,1986
subopt_01,BRANCAS E ROSADAS,Semillon,6503648.0,1986
subopt_01,BRANCAS E ROSADAS,Schonburger,,1986
subopt_01,BRANCAS E ROSADAS,Sylvaner,66793.0,1986
subopt_01,BRANCAS E ROSADAS,Tocai Friulano,1821.0,1986
subopt_01,BRANCAS E ROSADAS,Trebbiano,16567251.0,1986
subopt_01,BRANCAS E ROSADAS,Trebbiano Toscano,,1986
subopt_01,BRANCAS E ROSADAS,Verdea,809.0,1986
subopt_01,BRANCAS E ROSADAS,Verdelho,7785.0,1986
subopt_01,BRANCAS E ROSADAS,Verdiso,,1986
subopt_01,BRANCAS E ROSADAS,Vermentino,22409.0,1986
subopt_01,BRANCAS E ROSADAS,Vernaccia,978903.0,1986
subopt_01,BRANCAS E ROSADAS,Viogner,,1986
subopt_01,BRANCAS E ROSADAS,Viognier,,1986
subopt_01,BRANCAS E ROSADAS,Outras(3),793.0,1986
subopt_01,Total,Total,66278408.0,1986
subopt_02,TINTAS,Bacarina,26538.0,1986
subopt_02,TINTAS,Bailey,,1986
subopt_02,TINTAS,Bordo,23956474.0,1986
subopt_02,TINTAS,Bourdin (S),,1986
subopt_02,TINTAS,BRS Carmen,,1986
subopt_02,TINTAS,BRS Cora,,1986
subopt_02,TINTAS,BRS Magna,,1986
subopt_02,TINTAS,BRS Margot,,1986
subopt_02,TINTAS,BRS Morena,,1986
subopt_02,TINTAS,BRS Núbia,,1986
subopt_02,TINTAS,BRS Rúbea,,1986
subopt_02,TINTAS,BRS Violeta,,1986
subopt_02,TINTAS,BRS Vitória,,1986
subopt_02,TINTAS,Champagnon (Champanheta),,1986
subopt_02,TINTAS,Coleções,,1986
subopt_02,TINTAS,Concord,8864661.0,1986
subopt_02,TINTAS,Concord clone 30,,1986
subopt_02,TINTAS,Couderc,5474248.0,1986
subopt_02,TINTAS,Cynthiana(1),304481.0,1986
subopt_02,TINTAS,Herbemont,29438543.0,1986
subopt_02,TINTAS,IAC 138022,,1986
subopt_02,TINTAS,Isabel,148440133.0,1986
subopt_02,TINTAS,Isabel Precoce,,1986
subopt_02,TINTAS,Jacquez,608629.0,1986
subopt_02,TINTAS,Kyoko,,1986
subopt_02,TINTAS,Landot,5953.0,1986
subopt_02,TINTAS,Mistura de uvas americanas tinto,,1986
subopt_02,TINTAS,Oberlin,4770.0,1986
subopt_02,TINTAS,Othello,4488.0,1986
subopt_02,TINTAS,Paco,,1986
subopt_02,TINTAS,Patricia,,1986
subopt_02,TINTAS,Seibel,7940611.0,1986
subopt_02,TINTAS,Seibel 2 (seibeleto),,1986
subopt_02,TINTAS,Seyve Willard (Tinta),,1986
subopt_02,TINTAS,Vênus,,1986
subopt_02,BRANCAS E ROSADAS,Baco,,1986
subopt_02,BRANCAS E ROSADAS,Bokay,,1986
subopt_02,BRANCAS E ROSADAS,BRS Bibiana,,1986
subopt_02,BRANCAS E ROSADAS,BRS Clara,,1986
subopt_02,BRANCAS E ROSADAS,BRS Lorena,,1986
subopt_02,BRANCAS E ROSADAS,Couderc 13,982883.0,1986
subopt_02,BRANCAS E ROSADAS,Delaware,,1986
subopt_02,BRANCAS E ROSADAS,Dona Zillá,,1986
subopt_02,BRANCAS E ROSADAS,Dut Chess,,1986
subopt_02,BRANCAS E ROSADAS,Goethe,363437.0,1986
subopt_02,BRANCAS E ROSADAS,IAC,,1986
subopt_02,BRANCAS E ROSADAS,Juliana,,1986
subopt_02,BRANCAS E ROSADAS,Martha,1155.0,1986
subopt_02,BRANCAS E ROSADAS,Mistura de uvas americanas,,1986
subopt_02,BRANCAS E ROSADAS,Moscato Embrapa,,1986
subopt_02,BRANCAS E ROSADAS,Niagara,9191120.0,1986
subopt_02,BRANCAS E ROSADAS,Niagara Branca,,1986
subopt_02,BRANCAS E ROSADAS,Niagara Rosada,,1986
subopt_02,BRANCAS E ROSADAS,Poloske,,1986
subopt_02,BRANCAS E ROSADAS,Seleções,,1986
subopt_02,BRANCAS E ROSADAS,Seyve Villard,3649876.0,1986
subopt_02,BRANCAS E ROSADAS,Seyve Villard 5276,,1986
subopt_02,BRANCAS E ROSADAS,Seyve Villard 12375,,1986
subopt_02,BRANCAS E ROSADAS,Tardia de Caxias,,1986
subopt_02,BRANCAS E ROSADAS,Outras(2),,1986
subopt_02,Total,Total,239258000.0,1986
subopt_03,TINTAS,Alphonse Lavallee,5147.0,1986
subopt_03,TINTAS,Moscato de Hamburgo,2205.0,1986
subopt_03,BRANCAS,Cardinal,,1986
subopt_03,BRANCAS,Golden Queen,3358.0,1986
subopt_03,BRANCAS,Patrícia,,1986
subopt_03,BRANCAS,Perlona,10753.0,1986
subopt_03,BRANCAS,Italia,18855.0,1986
subopt_03,BRANCAS,"Rubi (Itália, Itália Ro)",,1986
subopt_03,Total,Total,40318.0,1986
subopt_04,Total,Total,12689.0,1986
subopt_01,TINTAS,Alicante Bouschet,16210.0,1987
subopt_01,TINTAS,Ancelota,,1987
subopt_01,TINTAS,Aramon,,1987
subopt_01,TINTAS,Alfrocheiro,,1987
subopt_01,TINTAS,Arinarnoa,,1987
subopt_01,TINTAS,Aspirant Bouschet,,1987
subopt_01,TINTAS,Barbera,2845387.0,1987
subopt_01,TINTAS,Bonarda,658716.0,1987
subopt_01,TINTAS,Cabernet Franc,6616589.0,1987
subopt_01,TINTAS,Cabernet Sauvignon,827942.0,1987
subopt_01,TINTAS,Caladoc,,1987
subopt_01,TINTAS,Campanario,1090.0,1987
subopt_01,TINTAS,Canaiolo,139047.0,1987
subopt_01,TINTAS,Carignan,359.0,1987
subopt_01,TINTAS,Carmenere,41224.0,1987
subopt_01,TINTAS,Castelão,,1987
subopt_01,TINTAS,Corvina,,1987
subopt_01,TINTAS,Croatina,,1987
subopt_01,TINTAS,Cinsaut,5871.0,1987
subopt_01,TINTAS,Dom Felder,,1987
subopt_01,TINTAS,Dolcetto,,1987
subopt_01,TINTAS,Durif,,1987
subopt_01,TINTAS,Egiodola,,1987
subopt_01,TINTAS,Ekigaina,,1987
subopt_01,TINTAS,Festival (Sugraone),,1987
subopt_01,TINTAS,Franconia,,1987
subopt_01,TINTAS,Freisa,,1987
subopt_01,TINTAS,Gamay St Romain,603449.0,1987
subopt_01,TINTAS,Gamay Beaujolais,,1987
subopt_01,TINTAS,Grand Noir,56.0,1987
subopt_01,TINTAS,Grenache,6043.0,1987
subopt_01,TINTAS,Jaen,,1987
subopt_01,TINTAS,Lagrein,,1987
subopt_01,TINTAS,Lambrusco,7887.0,1987
subopt_01,TINTAS,Malbec,10121.0,1987
subopt_01,TINTAS,Marzemina,162480.0,1987
subopt_01,TINTAS,Merlot,4310762.0,1987
subopt_01,TINTAS,Marselan,,1987
subopt_01,TINTAS,Mistura de uvas viníferas tinto,,1987
subopt_01,TINTAS,Molinera,,1987
subopt_01,TINTAS,Montepulciano,,1987
subopt_01,TINTAS,Moscato Bailey,,1987
subopt_01,TINTAS,Napa Gamay,,1987
subopt_01,TINTAS,Nebbiolo,4000.0,1987
subopt_01,TINTAS,Petit Verdot,,1987
subopt_01,TINTAS,Petite Sirah,61205.0,1987
subopt_01,TINTAS,Pinotage,9527.0,1987
subopt_01,TINTAS,Pinot Noir,125181.0,1987
subopt_01,TINTAS,Pinot Saint George,45000.0,1987
subopt_01,TINTAS,Piriquita,,1987
subopt_01,TINTAS,Primitivo,,1987
subopt_01,TINTAS,Rebo,,1987
subopt_01,TINTAS,Refosco,,1987
subopt_01,TINTAS,Rondinella,,1987
subopt_01,TINTAS,Ruby Cabernet,700.0,1987
subopt_01,TINTAS,Sangiovese,90701.0,1987
subopt_01,TINTAS,Saperavi,,1987
subopt_01,TINTAS,Sira (falsa),520216.0,1987
subopt_01,TINTAS,Tannat,43762.0,1987
subopt_01,TINTAS,Tempranillo,,1987
subopt_01,TINTAS,Teroldego,,1987
subopt_01,TINTAS,Torrontes,,1987
subopt_01,TINTAS,Tinta Barroca,,1987
subopt_01,TINTAS,Tinta Roriz,,1987
subopt_01,TINTAS,Touriga Francesa,,1987
subopt_01,TINTAS,Touriga Nacional,,1987
subopt_01,TINTAS,Tinta Madeira,179.0,1987
subopt_01,TINTAS,Tintoria,14930.0,1987
subopt_01,TINTAS,Trincdeira,,1987
subopt_01,TINTAS,Trousseau,,1987
subopt_01,TINTAS,Zinfandel,45226.0,1987
subopt_01,TINTAS,Outras1,,1987
subopt_01,BRANCAS E ROSADAS,Aliatico,1587.0,1987
subopt_01,BRANCAS E ROSADAS,Aligote,,1987
subopt_01,BRANCAS E ROSADAS,Altesse,8556.0,1987
subopt_01,BRANCAS E ROSADAS,Alvarinho,,1987
subopt_01,BRANCAS E ROSADAS,Arriloba,,1987
subopt_01,BRANCAS E ROSADAS,Auxerrois,3057.0,1987
subopt_01,BRANCAS E ROSADAS,Burger,,1987
subopt_01,BRANCAS E ROSADAS,Chardonnay,396887.0,1987
subopt_01,BRANCAS E ROSADAS,Chasselas,100699.0,1987
subopt_01,BRANCAS E ROSADAS,Chenin Blanc,97373.0,1987
subopt_01,BRANCAS E ROSADAS,Clairette(1),910.0,1987
subopt_01,BRANCAS E ROSADAS,Colombard,23000.0,1987
subopt_01,BRANCAS E ROSADAS,Flora,73563.0,1987
subopt_01,BRANCAS E ROSADAS,Garganega,,1987
subopt_01,BRANCAS E ROSADAS,Gewurztraminer,314215.0,1987
subopt_01,BRANCAS E ROSADAS,Gouveio,,1987
subopt_01,BRANCAS E ROSADAS,Gros Manseng,,1987
subopt_01,BRANCAS E ROSADAS,Italia (Pirovano 65) (PE),,1987
subopt_01,BRANCAS E ROSADAS,Maccabeo,,1987
subopt_01,BRANCAS E ROSADAS,Malvasia,1526629.0,1987
subopt_01,BRANCAS E ROSADAS,Malvasia Amarela,,1987
subopt_01,BRANCAS E ROSADAS,Malvasia Bianca,,1987
subopt_01,BRANCAS E ROSADAS,Malvasia Chianti,,1987
subopt_01,BRANCAS E ROSADAS,Malvasia Verde,,1987
subopt_01,BRANCAS E ROSADAS,Malvasia di Candia,,1987
subopt_01,BRANCAS E ROSADAS,Malvasia Istriana,,1987
subopt_01,BRANCAS E ROSADAS,Mistura de uvas viníferas branco,,1987
subopt_01,BRANCAS E ROSADAS,Mistura de uvas viníferas rosado,,1987
subopt_01,BRANCAS E ROSADAS,Moscato Branco,15436116.0,1987
subopt_01,BRANCAS E ROSADAS,Moscato Canelli,,1987
subopt_01,BRANCAS E ROSADAS,Moscato Giallo,,1987
subopt_01,BRANCAS E ROSADAS,Moscato Nazareno,,1987
subopt_01,BRANCAS E ROSADAS,Moscato Bianco R2,,1987
subopt_01,BRANCAS E ROSADAS,Moscato de Alexandria,,1987
subopt_01,BRANCAS E ROSADAS,Moscato Rosado,,1987
subopt_01,BRANCAS E ROSADAS,Muscat à Petits Grains,,1987
subopt_01,BRANCAS E ROSADAS,Muller Thurgau,11881.0,1987
subopt_01,BRANCAS E ROSADAS,Muscadelle,,1987
subopt_01,BRANCAS E ROSADAS,Ora,,1987
subopt_01,BRANCAS E ROSADAS,Palomino,50919.0,1987
subopt_01,BRANCAS E ROSADAS,Petit Manseng,,1987
subopt_01,BRANCAS E ROSADAS,Peverella,1683632.0,1987
subopt_01,BRANCAS E ROSADAS,Pinot Blanc,229908.0,1987
subopt_01,BRANCAS E ROSADAS,Pinot Gris,,1987
subopt_01,BRANCAS E ROSADAS,Prosecco,235512.0,1987
subopt_01,BRANCAS E ROSADAS,Red Veltliner,654.0,1987
subopt_01,BRANCAS E ROSADAS,Riesling Italico,8110697.0,1987
subopt_01,BRANCAS E ROSADAS,Riesling Renano,,1987
subopt_01,BRANCAS E ROSADAS,Sauvignon Blanc(2),251663.0,1987
subopt_01,BRANCAS E ROSADAS,Sauvignon Gris,,1987
subopt_01,BRANCAS E ROSADAS,Seara Nova,2273.0,1987
subopt_01,BRANCAS E ROSADAS,Semillon,6382755.0,1987
subopt_01,BRANCAS E ROSADAS,Schonburger,,1987
subopt_01,BRANCAS E ROSADAS,Sylvaner,51359.0,1987
subopt_01,BRANCAS E ROSADAS,Tocai Friulano,619.0,1987
subopt_01,BRANCAS E ROSADAS,Trebbiano,12854969.0,1987
subopt_01,BRANCAS E ROSADAS,Trebbiano Toscano,,1987
subopt_01,BRANCAS E ROSADAS,Verdea,,1987
subopt_01,BRANCAS E ROSADAS,Verdelho,,1987
subopt_01,BRANCAS E ROSADAS,Verdiso,,1987
subopt_01,BRANCAS E ROSADAS,Vermentino,22566.0,1987
subopt_01,BRANCAS E ROSADAS,Vernaccia,1124796.0,1987
subopt_01,BRANCAS E ROSADAS,Viogner,,1987
subopt_01,BRANCAS E ROSADAS,Viognier,,1987
subopt_01,BRANCAS E ROSADAS,Outras(3),1304.0,1987
subopt_01,Total,Total,66211959.0,1987
subopt_02,TINTAS,Bacarina,40547.0,1987
subopt_02,TINTAS,Bailey,,1987
subopt_02,TINTAS,Bordo,22318163.0,1987
subopt_02,TINTAS,Bourdin (S),,1987
subopt_02,TINTAS,BRS Carmen,,1987
subopt_02,TINTAS,BRS Cora,,1987
subopt_02,TINTAS,BRS Magna,,1987
subopt_02,TINTAS,BRS Margot,,1987
subopt_02,TINTAS,BRS Morena,,1987
subopt_02,TINTAS,BRS Núbia,,1987
subopt_02,TINTAS,BRS Rúbea,,1987
subopt_02,TINTAS,BRS Violeta,,1987
subopt_02,TINTAS,BRS Vitória,,1987
subopt_02,TINTAS,Champagnon (Champanheta),,1987
subopt_02,TINTAS,Coleções,,1987
subopt_02,TINTAS,Concord,11047563.0,1987
subopt_02,TINTAS,Concord clone 30,,1987
subopt_02,TINTAS,Couderc,6244818.0,1987
subopt_02,TINTAS,Cynthiana(1),286589.0,1987
subopt_02,TINTAS,Herbemont,29335178.0,1987
subopt_02,TINTAS,IAC 138022,,1987
subopt_02,TINTAS,Isabel,140066153.0,1987
subopt_02,TINTAS,Isabel Precoce,,1987
subopt_02,TINTAS,Jacquez,532204.0,1987
subopt_02,TINTAS,Kyoko,,1987
subopt_02,TINTAS,Landot,3078.0,1987
subopt_02,TINTAS,Mistura de uvas americanas tinto,,1987
subopt_02,TINTAS,Oberlin,85.0,1987
subopt_02,TINTAS,Othello,3295.0,1987
subopt_02,TINTAS,Paco,,1987
subopt_02,TINTAS,Patricia,,1987
subopt_02,TINTAS,Seibel,8747755.0,1987
subopt_02,TINTAS,Seibel 2 (seibeleto),,1987
subopt_02,TINTAS,Seyve Willard (Tinta),,1987
subopt_02,TINTAS,Vênus,,1987
subopt_02,BRANCAS E ROSADAS,Baco,,1987
subopt_02,BRANCAS E ROSADAS,Bokay,,1987
subopt_02,BRANCAS E ROSADAS,BRS Bibiana,,1987
subopt_02,BRANCAS E ROSADAS,BRS Clara,,1987
subopt_02,BRANCAS E ROSADAS,BRS Lorena,,1987
subopt_02,BRANCAS E ROSADAS,Couderc 13,1977492.0,1987
