Type,Country,Quantity (kg),Value (US$),Year
Uvas passas,China Continental,,,2000
Uvas passas,Cingapura,,,2000
Uvas passas,Costa Rica,,,2000
Uvas passas,Emirados,17500.0,16119.0,2000
Uvas passas,Egito,,,2000
Uvas passas,Espanha,303.0,1096.0,2000
Uvas passas,Estados Unidos,573211.0,1123705.0,2000
Uvas passas,França,,,2000
Uvas passas,Grécia,,,2000
Uvas passas,Guiana Britânica,,,2000
Uvas passas,Índia,,,2000
Uvas passas,Irã,700130.0,773013.0,2000
Uvas passas,Itália,,,2000
Uvas passas,Japão,,,2000
Uvas passas,México,17500.0,32538.0,2000
Uvas passas,Países Baixos,,,2000
Uvas passas,Paraguai,,,2000
Uvas passas,Peru,,,2000
Uvas passas,Portugal,,,2000
Uvas passas,Reino Unido,,,2000
Uvas passas,Suécia,,,2000
Uvas passas,Turquia,5268800.0,4496527.0,2000
Uvas passas,Uruguai,,,2000
Uvas passas,Uzbequistão,,,2000
Uvas passas,Venezuela,,,2000
Uvas passas,Não consta na tabela,,,2000
Uvas passas,Outros,38375.0,45483.0,2000
Suco de uva,Africa do Sul,,,2000
Suco de uva,Alemanha,,,2000
Suco de uva,Argentina,2022110.0,1659478.0,2000
Suco de uva,Austria,,,2000
Suco de uva,Canadá,,,2000
Suco de uva,"Coreia do Sul, República",5141.0,1800.0,2000
Suco de uva,"Coreia do Norte, República",11560.0,9062.0,2000
Suco de uva,Chile,,,2000
Suco de uva,China,,,2000
Suco de uva,Dinamarca,,,2000
Suco de uva,Espanha,,,2000
Suco de uva,Estados Unidos,10338.0,19754.0,2000
Suco de uva,França,,,2000
Suco de uva,Guiana,,,2000
Suco de uva,Israel,840.0,1400.0,2000
Suco de uva,itália,,,2000
Suco de uva,Japão,,,2000
Suco de uva,Líbano,,,2000
Suco de uva,México,,,2000
Suco de uva,Países Baixos,,,2000
Suco de uva,Panamá,,,2000
Suco de uva,Peru,,,2000
Suco de uva,Portugal,,,2000
Suco de uva,Reino Unido,,,2000
Suco de uva,Taiwan,,,2000
Suco de uva,Turquia,,,2000
Suco de uva,Uruguai,,,2000
Suco de uva,Venezuela,,,2000
Suco de uva,Outros,3004.0,911.0,2000
Vinhos de mesa,Africa do Sul,42661.0,99201.0,2001
Vinhos de mesa,Alemanha,909077.0,1169872.0,2001
Vinhos de mesa,Argélia,,,2001
Vinhos de mesa,Arábia Saudita,,,2001
Vinhos de mesa,Argentina,2585537.0,6196286.0,2001
Vinhos de mesa,Armênia,,,2001
Vinhos de mesa,Austrália,179310.0,636740.0,2001
Vinhos de mesa,Áustria,770.0,0.0,2001
Vinhos de mesa,Bermudas,,,2001
Vinhos de mesa,Bélgica,,,2001
Vinhos de mesa,Bolívia,,,2001
Vinhos de mesa,Bósnia-Herzegovina,,,2001
Vinhos de mesa,Brasil,,,2001
Vinhos de mesa,Bulgária,,,2001
Vinhos de mesa,Canada,,,2001
Vinhos de mesa,Chile,5160203.0,11122691.0,2001
Vinhos de mesa,China,,,2001
Vinhos de mesa,"Coreia do Sul, República",,,2001
Vinhos de mesa,Croácia,,,2001
Vinhos de mesa,Cuba,,,2001
Vinhos de mesa,Emirados Árabes Unidos,,,2001
Vinhos de mesa,Eslovênia,,,2001
Vinhos de mesa,Eslováquia,,,2001
Vinhos de mesa,Espanha,624644.0,2360928.0,2001
Vinhos de mesa,Estados Unidos,374590.0,1036201.0,2001
Vinhos de mesa,França,3118460.0,7968430.0,2001
Vinhos de mesa,Geórgia,,,2001
Vinhos de mesa,"Geórgia do Sul e Sandwich do Sul, Ilhas",,,2001
Vinhos de mesa,Grécia,,,2001
Vinhos de mesa,Hong Kong,,,2001
Vinhos de mesa,Hungria,,,2001
Vinhos de mesa,Indonésia,,,2001
Vinhos de mesa,Irlanda,,,2001
Vinhos de mesa,Israel,,,2001
Vinhos de mesa,Itália,8113437.0,15592191.0,2001
Vinhos de mesa,Japão,,,2001
Vinhos de mesa,Iugoslávia,,,2001
Vinhos de mesa,Líbano,,,2001
Vinhos de mesa,Luxemburgo,,,2001
Vinhos de mesa,Macedônia,,,2001
Vinhos de mesa,Marrocos,,,2001
Vinhos de mesa,México,,,2001
Vinhos de mesa,Moldávia,,,2001
Vinhos de mesa,Montenegro,,,2001
Vinhos de mesa,Noruega,,,2001
Vinhos de mesa,Nova Zelândia,,,2001
Vinhos de mesa,Países Baixos (Holanda),,,2001
Vinhos de mesa,Panamá,,,2001
Vinhos de mesa,Paraguai,,,2001
Vinhos de mesa,Peru,,,2001
Vinhos de mesa,Porto Rico,,,2001
Vinhos de mesa,Portugal,5225372.0,13988909.0,2001
Vinhos de mesa,Reino Unido,,,2001
Vinhos de mesa,Republica Dominicana,,,2001
Vinhos de mesa,Romênia,,,2001
Vinhos de mesa,Rússia,,,2001
Vinhos de mesa,San Marino,,,2001
Vinhos de mesa,Sérvia,,,2001
Vinhos de mesa,Síria,,,2001
Vinhos de mesa,Suazilândia,,,2001
Vinhos de mesa,Suíça,,,2001
Vinhos de mesa,"Tcheca, República",,,2001
Vinhos de mesa,Tunísia,,,2001
Vinhos de mesa,Turquia,,,2001
Vinhos de mesa,Ucrânia,,,2001
Vinhos de mesa,Uruguai,1668697.0,3122694.0,2001
Vinhos de mesa,Não consta na tabela,,,2001
Vinhos de mesa,Não declarados,,,2001
Vinhos de mesa,Outros,47256.0,201927.0,2001
Espumantes,Africa do Sul,,,2001
Espumantes,Alemanha,6516.0,17537.0,2001
Espumantes,Argentina,32464.0,90851.0,2001
Espumantes,Austrália,,,2001
Espumantes,Áustria,,,2001
Espumantes,Bermudas,,,2001
Espumantes,Bahamas,,,2001
Espumantes,Bélgica,,,2001
Espumantes,Brasil,,,2001
Espumantes,Bulgária,,,2001
Espumantes,Canada,,,2001
Espumantes,Chile,15695.0,44425.0,2001
Espumantes,Croácia,,,2001
Espumantes,Cuba,,,2001
Espumantes,Emirados Árabes Unidos,,,2001
Espumantes,Eslovênia,,,2001
Espumantes,Espanha,713315.0,6408671.0,2001
Espumantes,Estados Unidos,,,2001
Espumantes,França,182179.0,262999.0,2001
Espumantes,Geórgia,,,2001
Espumantes,Granada,,,2001
Espumantes,Grécia,,,2001
Espumantes,Hong Kong,,,2001
Espumantes,Hungria,,,2001
Espumantes,Indonésia,,,2001
Espumantes,Irlanda,,,2001
Espumantes,Israel,450.0,1510.0,2001
Espumantes,Itália,1009289.0,2476201.0,2001
Espumantes,Japão,,,2001
Espumantes,Luxemburgo,,,2001
Espumantes,México,,,2001
Espumantes,Moldávia,,,2001
Espumantes,Nova Zelândia,,,2001
Espumantes,Países Baixos,,,2001
Espumantes,Panamá,,,2001
Espumantes,Peru,,,2001
Espumantes,Portugal,20653.0,44980.0,2001
Espumantes,Reino Unido,,,2001
Espumantes,Romênia,,,2001
Espumantes,Suíça,,,2001
Espumantes,Tunísia,,,2001
Espumantes,Ucrânia,,,2001
Espumantes,Uruguai,9417.0,35558.0,2001
Espumantes,Não consta na tabela,,,2001
Espumantes,Não declarados,,,2001
Espumantes,Outros,450.0,1359.0,2001
Uvas frescas,Argélia,,,2001
Uvas frescas,Argentina,1228557.0,1004140.0,2001
Uvas frescas,Brasil,,,2001
Uvas frescas,Chile,6098723.0,4931007.0,2001
Uvas frescas,Colômbia,,,2001
Uvas frescas,Egito,,,2001
Uvas frescas,Espanha,81774.0,80414.0,2001
Uvas frescas,Estados Unidos,47841.0,64445.0,2001
Uvas frescas,Grécia,,,2001
Uvas frescas,Itália,,,2001
Uvas frescas,México,,,2001
Uvas frescas,Peru,,,2001
Uvas frescas,Paraguai,,,2001
Uvas frescas,Portugal,,,2001
Uvas frescas,Panamá,,,2001
Uvas frescas,Reino Unido,,,2001
Uvas frescas,Uruguai,,,2001
Uvas frescas,Venezuela,,,2001
Uvas frescas,Não consta na tabela,,,2001
Uvas frescas,Outros,,,2001
Uvas passas,Afeganistão,,,2001
Uvas passas,África do Sul,152070.0,190827.0,2001
Uvas passas,"Alemanha, República Democrática",,,2001
Uvas passas,Arábia Saudita,,,2001
Uvas passas,Argentina,2634368.0,2444780.0,2001
Uvas passas,Austrália,,,2001
Uvas passas,Bélgica,102625.0,55359.0,2001
Uvas passas,Chile,3223998.0,3319107.0,2001
Uvas passas,China,,,2001
Uvas passas,China Continental,,,2001
Uvas passas,Cingapura,,,2001
Uvas passas,Costa Rica,,,2001
Uvas passas,Emirados,36000.0,23190.0,2001
Uvas passas,Egito,,,2001
Uvas passas,Espanha,,,2001
Uvas passas,Estados Unidos,487549.0,773763.0,2001
Uvas passas,França,,,2001
Uvas passas,Grécia,,,2001
Uvas passas,Guiana Britânica,,,2001
Uvas passas,Índia,,,2001
Uvas passas,Irã,1353836.0,780010.0,2001
Uvas passas,Itália,,,2001
Uvas passas,Japão,,,2001
Uvas passas,México,,,2001
Uvas passas,Países Baixos,,,2001
Uvas passas,Paraguai,,,2001
Uvas passas,Peru,,,2001
Uvas passas,Portugal,,,2001
Uvas passas,Reino Unido,,,2001
Uvas passas,Suécia,,,2001
Uvas passas,Turquia,8413300.0,4646072.0,2001
Uvas passas,Uruguai,,,2001
Uvas passas,Uzbequistão,,,2001
Uvas passas,Venezuela,,,2001
Uvas passas,Não consta na tabela,,,2001
Uvas passas,Outros,3967.0,4363.0,2001
Suco de uva,Africa do Sul,1200.0,665.0,2001
Suco de uva,Alemanha,,,2001
Suco de uva,Argentina,1379960.0,869223.0,2001
Suco de uva,Austria,,,2001
Suco de uva,Canadá,,,2001
Suco de uva,"Coreia do Sul, República",8255.0,2645.0,2001
Suco de uva,"Coreia do Norte, República",19071.0,8389.0,2001
Suco de uva,Chile,1391570.0,1502228.0,2001
Suco de uva,China,,,2001
Suco de uva,Dinamarca,,,2001
Suco de uva,Espanha,,,2001
Suco de uva,Estados Unidos,6089.0,11831.0,2001
Suco de uva,França,,,2001
Suco de uva,Guiana,,,2001
Suco de uva,Israel,1170.0,2192.0,2001
Suco de uva,itália,,,2001
Suco de uva,Japão,,,2001
Suco de uva,Líbano,,,2001
Suco de uva,México,,,2001
Suco de uva,Países Baixos,,,2001
Suco de uva,Panamá,,,2001
Suco de uva,Peru,,,2001
Suco de uva,Portugal,,,2001
Suco de uva,Reino Unido,,,2001
Suco de uva,Taiwan,,,2001
Suco de uva,Turquia,,,2001
Suco de uva,Uruguai,,,2001
Suco de uva,Venezuela,,,2001
Suco de uva,Outros,,,2001
Vinhos de mesa,Africa do Sul,32194.0,106317.0,2002
Vinhos de mesa,Alemanha,759712.0,829695.0,2002
Vinhos de mesa,Argélia,,,2002
Vinhos de mesa,Arábia Saudita,,,2002
Vinhos de mesa,Argentina,3867336.0,6894469.0,2002
Vinhos de mesa,Armênia,,,2002
Vinhos de mesa,Austrália,148916.0,446693.0,2002
Vinhos de mesa,Áustria,,,2002
Vinhos de mesa,Bermudas,,,2002
Vinhos de mesa,Bélgica,,,2002
Vinhos de mesa,Bolívia,,,2002
Vinhos de mesa,Bósnia-Herzegovina,,,2002
Vinhos de mesa,Brasil,,,2002
Vinhos de mesa,Bulgária,,,2002
Vinhos de mesa,Canada,,,2002
Vinhos de mesa,Chile,6200375.0,11626770.0,2002
Vinhos de mesa,China,,,2002
Vinhos de mesa,"Coreia do Sul, República",,,2002
Vinhos de mesa,Croácia,,,2002
Vinhos de mesa,Cuba,,,2002
Vinhos de mesa,Emirados Árabes Unidos,,,2002
Vinhos de mesa,Eslovênia,,,2002
Vinhos de mesa,Eslováquia,,,2002
Vinhos de mesa,Espanha,435422.0,1503384.0,2002
Vinhos de mesa,Estados Unidos,139693.0,357913.0,2002
Vinhos de mesa,França,2355088.0,6060888.0,2002
Vinhos de mesa,Geórgia,,,2002
Vinhos de mesa,"Geórgia do Sul e Sandwich do Sul, Ilhas",,,2002
Vinhos de mesa,Grécia,,,2002
Vinhos de mesa,Hong Kong,,,2002
Vinhos de mesa,Hungria,,,2002
Vinhos de mesa,Indonésia,,,2002
Vinhos de mesa,Irlanda,,,2002
Vinhos de mesa,Israel,,,2002
Vinhos de mesa,Itália,5878763.0,11408242.0,2002
Vinhos de mesa,Japão,,,2002
Vinhos de mesa,Iugoslávia,,,2002
Vinhos de mesa,Líbano,,,2002
Vinhos de mesa,Luxemburgo,,,2002
Vinhos de mesa,Macedônia,,,2002
Vinhos de mesa,Marrocos,,,2002
Vinhos de mesa,México,,,2002
Vinhos de mesa,Moldávia,,,2002
Vinhos de mesa,Montenegro,,,2002
Vinhos de mesa,Noruega,,,2002
Vinhos de mesa,Nova Zelândia,,,2002
Vinhos de mesa,Países Baixos (Holanda),,,2002
Vinhos de mesa,Panamá,,,2002
Vinhos de mesa,Paraguai,,,2002
Vinhos de mesa,Peru,,,2002
Vinhos de mesa,Porto Rico,,,2002
Vinhos de mesa,Portugal,3047860.0,8596328.0,2002
Vinhos de mesa,Reino Unido,,,2002
Vinhos de mesa,Republica Dominicana,,,2002
Vinhos de mesa,Romênia,,,2002
Vinhos de mesa,Rússia,,,2002
Vinhos de mesa,San Marino,,,2002
Vinhos de mesa,Sérvia,,,2002
Vinhos de mesa,Síria,,,2002
Vinhos de mesa,Suazilândia,,,2002
Vinhos de mesa,Suíça,,,2002
Vinhos de mesa,"Tcheca, República",,,2002
Vinhos de mesa,Tunísia,,,2002
Vinhos de mesa,Turquia,,,2002
Vinhos de mesa,Ucrânia,,,2002
Vinhos de mesa,Uruguai,1247891.0,2082552.0,2002
Vinhos de mesa,Não consta na tabela,,,2002
Vinhos de mesa,Não declarados,,,2002
Vinhos de mesa,Outros,64069.0,256700.0,2002
Espumantes,Africa do Sul,,,2002
Espumantes,Alemanha,7034.0,19584.0,2002
Espumantes,Argentina,17096.0,32807.0,2002
Espumantes,Austrália,1136.0,7702.0,2002
Espumantes,Áustria,,,2002
Espumantes,Bermudas,,,2002
Espumantes,Bahamas,,,2002
Espumantes,Bélgica,,,2002
Espumantes,Brasil,,,2002
Espumantes,Bulgária,,,2002
Espumantes,Canada,,,2002
Espumantes,Chile,6300.0,20323.0,2002
Espumantes,Croácia,,,2002
Espumantes,Cuba,,,2002
Espumantes,Emirados Árabes Unidos,,,2002
Espumantes,Eslovênia,,,2002
Espumantes,Espanha,166433.0,528696.0,2002
Espumantes,Estados Unidos,990.0,3846.0,2002
Espumantes,França,669778.0,5946841.0,2002
Espumantes,Geórgia,,,2002
Espumantes,Granada,,,2002
Espumantes,Grécia,,,2002
Espumantes,Hong Kong,,,2002
Espumantes,Hungria,675.0,1837.0,2002
Espumantes,Indonésia,,,2002
Espumantes,Irlanda,,,2002
Espumantes,Israel,1152.0,3853.0,2002
Espumantes,Itália,1484899.0,3020296.0,2002
Espumantes,Japão,,,2002
Espumantes,Luxemburgo,,,2002
Espumantes,México,,,2002
Espumantes,Moldávia,,,2002
Espumantes,Nova Zelândia,,,2002
Espumantes,Países Baixos,,,2002
Espumantes,Panamá,,,2002
Espumantes,Peru,,,2002
Espumantes,Portugal,14033.0,52317.0,2002
Espumantes,Reino Unido,,,2002
Espumantes,Romênia,,,2002
Espumantes,Suíça,,,2002
Espumantes,Tunísia,,,2002
Espumantes,Ucrânia,,,2002
Espumantes,Uruguai,887.0,4090.0,2002
Espumantes,Não consta na tabela,,,2002
Espumantes,Não declarados,,,2002
Espumantes,Outros,,,2002
Uvas frescas,Argélia,,,2002
Uvas frescas,Argentina,4140804.0,2003875.0,2002
Uvas frescas,Brasil,,,2002
Uvas frescas,Chile,6816565.0,5088679.0,2002
Uvas frescas,Colômbia,,,2002
Uvas frescas,Egito,,,2002
Uvas frescas,Espanha,32664.0,35942.0,2002
Uvas frescas,Estados Unidos,13416.0,24833.0,2002
Uvas frescas,Grécia,,,2002
Uvas frescas,Itália,,,2002
Uvas frescas,México,,,2002
Uvas frescas,Peru,,,2002
Uvas frescas,Paraguai,,,2002
Uvas frescas,Portugal,,,2002
Uvas frescas,Panamá,,,2002
Uvas frescas,Reino Unido,,,2002
Uvas frescas,Uruguai,,,2002
Uvas frescas,Venezuela,,,2002
Uvas frescas,Não consta na tabela,,,2002
Uvas frescas,Outros,,,2002
Uvas passas,Afeganistão,,,2002
Uvas passas,África do Sul,88885.0,103632.0,2002
Uvas passas,"Alemanha, República Democrática",,,2002
Uvas passas,Arábia Saudita,,,2002
Uvas passas,Argentina,10502997.0,7213368.0,2002
Uvas passas,Austrália,,,2002
Uvas passas,Bélgica,20750.0,17563.0,2002
Uvas passas,Chile,1108017.0,1020342.0,2002
Uvas passas,China,,,2002
Uvas passas,China Continental,,,2002
Uvas passas,Cingapura,,,2002
Uvas passas,Costa Rica,,,2002
Uvas passas,Emirados,18000.0,22750.0,2002
Uvas passas,Egito,,,2002
Uvas passas,Espanha,,,2002
Uvas passas,Estados Unidos,427744.0,557678.0,2002
Uvas passas,França,,,2002
Uvas passas,Grécia,,,2002
Uvas passas,Guiana Britânica,,,2002
Uvas passas,Índia,,,2002
Uvas passas,Irã,528875.0,368147.0,2002
Uvas passas,Itália,,,2002
Uvas passas,Japão,,,2002
Uvas passas,México,,,2002
Uvas passas,Países Baixos,,,2002
Uvas passas,Paraguai,,,2002
Uvas passas,Peru,,,2002
Uvas passas,Portugal,,,2002
Uvas passas,Reino Unido,,,2002
Uvas passas,Suécia,,,2002
Uvas passas,Turquia,987370.0,642681.0,2002
Uvas passas,Uruguai,75000.0,47250.0,2002
Uvas passas,Uzbequistão,,,2002
Uvas passas,Venezuela,,,2002
Uvas passas,Não consta na tabela,,,2002
Uvas passas,Outros,,,2002
Suco de uva,Africa do Sul,,,2002
Suco de uva,Alemanha,,,2002
Suco de uva,Argentina,,,2002
Suco de uva,Austria,,,2002
Suco de uva,Canadá,,,2002
Suco de uva,"Coreia do Sul, República",,,2002
Suco de uva,"Coreia do Norte, República",,,2002
Suco de uva,Chile,27000.0,28350.0,2002
Suco de uva,China,,,2002
Suco de uva,Dinamarca,,,2002
Suco de uva,Espanha,,,2002
Suco de uva,Estados Unidos,,,2002
Suco de uva,França,,,2002
Suco de uva,Guiana,,,2002
Suco de uva,Israel,,,2002
Suco de uva,itália,,,2002
Suco de uva,Japão,,,2002
Suco de uva,Líbano,,,2002
Suco de uva,México,,,2002
Suco de uva,Países Baixos,,,2002
Suco de uva,Panamá,,,2002
Suco de uva,Peru,,,2002
Suco de uva,Portugal,,,2002
Suco de uva,Reino Unido,,,2002
Suco de uva,Taiwan,,,2002
Suco de uva,Turquia,,,2002
Suco de uva,Uruguai,,,2002
Suco de uva,Venezuela,,,2002
Suco de uva,Outros,,,2002
Vinhos de mesa,Africa do Sul,157239.0,305701.0,2003
Vinhos de mesa,Alemanha,573198.0,629664.0,2003
Vinhos de mesa,Argélia,,,2003
Vinhos de mesa,Arábia Saudita,,,2003
Vinhos de mesa,Argentina,5720024.0,9653634.0,2003
Vinhos de mesa,Armênia,,,2003
Vinhos de mesa,Austrália,126441.0,344316.0,2003
Vinhos de mesa,Áustria,,,2003
Vinhos de mesa,Bermudas,,,2003
Vinhos de mesa,Bélgica,,,2003
Vinhos de mesa,Bolívia,,,2003
Vinhos de mesa,Bósnia-Herzegovina,,,2003
Vinhos de mesa,Brasil,,,2003
Vinhos de mesa,Bulgária,,,2003
Vinhos de mesa,Canada,,,2003
Vinhos de mesa,Chile,7955549.0,16120955.0,2003
Vinhos de mesa,China,,,2003
Vinhos de mesa,"Coreia do Sul, República",,,2003
Vinhos de mesa,Croácia,,,2003
Vinhos de mesa,Cuba,,,2003
Vinhos de mesa,Emirados Árabes Unidos,,,2003
Vinhos de mesa,Eslovênia,,,2003
Vinhos de mesa,Eslováquia,,,2003
Vinhos de mesa,Espanha,410133.0,1721562.0,2003
Vinhos de mesa,Estados Unidos,173327.0,448844.0,2003
Vinhos de mesa,França,1958362.0,6093629.0,2003
Vinhos de mesa,Geórgia,,,2003
Vinhos de mesa,"Geórgia do Sul e Sandwich do Sul, Ilhas",,,2003
Vinhos de mesa,Grécia,,,2003
Vinhos de mesa,Hong Kong,,,2003
Vinhos de mesa,Hungria,13391.0,39649.0,2003
Vinhos de mesa,Indonésia,,,2003
Vinhos de mesa,Irlanda,,,2003
Vinhos de mesa,Israel,,,2003
Vinhos de mesa,Itália,5237027.0,10545425.0,2003
Vinhos de mesa,Japão,,,2003
Vinhos de mesa,Iugoslávia,,,2003
Vinhos de mesa,Líbano,1116.0,8013.0,2003
Vinhos de mesa,Luxemburgo,,,2003
Vinhos de mesa,Macedônia,,,2003
Vinhos de mesa,Marrocos,,,2003
Vinhos de mesa,México,,,2003
Vinhos de mesa,Moldávia,,,2003
Vinhos de mesa,Montenegro,,,2003
Vinhos de mesa,Noruega,,,2003
Vinhos de mesa,Nova Zelândia,21139.0,153081.0,2003
Vinhos de mesa,Países Baixos (Holanda),,,2003
Vinhos de mesa,Panamá,,,2003
Vinhos de mesa,Paraguai,,,2003
Vinhos de mesa,Peru,,,2003
Vinhos de mesa,Porto Rico,,,2003
Vinhos de mesa,Portugal,3344190.0,9649346.0,2003
Vinhos de mesa,Reino Unido,,,2003
Vinhos de mesa,Republica Dominicana,,,2003
Vinhos de mesa,Romênia,,,2003
Vinhos de mesa,Rússia,,,2003
Vinhos de mesa,San Marino,,,2003
Vinhos de mesa,Sérvia,,,2003
Vinhos de mesa,Síria,,,2003
Vinhos de mesa,Suazilândia,,,2003
Vinhos de mesa,Suíça,1900.0,3522.0,2003
Vinhos de mesa,"Tcheca, República",,,2003
Vinhos de mesa,Tunísia,,,2003
Vinhos de mesa,Turquia,,,2003
Vinhos de mesa,Ucrânia,,,2003
Vinhos de mesa,Uruguai,1096094.0,1630471.0,2003
Vinhos de mesa,Não consta na tabela,,,2003
Vinhos de mesa,Não declarados,,,2003
Vinhos de mesa,Outros,,,2003
Espumantes,Africa do Sul,5546.0,6475.0,2003
Espumantes,Alemanha,3114.0,8638.0,2003
Espumantes,Argentina,143659.0,301329.0,2003
Espumantes,Austrália,,,2003
Espumantes,Áustria,,,2003
Espumantes,Bermudas,,,2003
Espumantes,Bahamas,,,2003
Espumantes,Bélgica,,,2003
Espumantes,Brasil,,,2003
Espumantes,Bulgária,,,2003
Espumantes,Canada,,,2003
Espumantes,Chile,16200.0,39459.0,2003
Espumantes,Croácia,,,2003
Espumantes,Cuba,,,2003
Espumantes,Emirados Árabes Unidos,,,2003
Espumantes,Eslovênia,,,2003
Espumantes,Espanha,164545.0,549223.0,2003
Espumantes,Estados Unidos,1575.0,9100.0,2003
Espumantes,França,965033.0,7444348.0,2003
Espumantes,Geórgia,,,2003
Espumantes,Granada,,,2003
Espumantes,Grécia,,,2003
Espumantes,Hong Kong,,,2003
Espumantes,Hungria,387.0,1165.0,2003
Espumantes,Indonésia,,,2003
Espumantes,Irlanda,,,2003
Espumantes,Israel,1890.0,6233.0,2003
Espumantes,Itália,1209558.0,2627321.0,2003
Espumantes,Japão,,,2003
Espumantes,Luxemburgo,,,2003
Espumantes,México,,,2003
Espumantes,Moldávia,,,2003
Espumantes,Nova Zelândia,,,2003
Espumantes,Países Baixos,,,2003
Espumantes,Panamá,,,2003
Espumantes,Peru,,,2003
Espumantes,Portugal,17170.0,57304.0,2003
Espumantes,Reino Unido,,,2003
Espumantes,Romênia,,,2003
Espumantes,Suíça,,,2003
Espumantes,Tunísia,,,2003
Espumantes,Ucrânia,,,2003
Espumantes,Uruguai,1722.0,5100.0,2003
Espumantes,Não consta na tabela,,,2003
Espumantes,Não declarados,,,2003
Espumantes,Outros,,,2003
Uvas frescas,Argélia,,,2003
Uvas frescas,Argentina,3475542.0,1771221.0,2003
Uvas frescas,Brasil,,,2003
Uvas frescas,Chile,4110431.0,3287533.0,2003
Uvas frescas,Colômbia,,,2003
Uvas frescas,Egito,,,2003
Uvas frescas,Espanha,,,2003
Uvas frescas,Estados Unidos,26458.0,24403.0,2003
Uvas frescas,Grécia,,,2003
Uvas frescas,Itália,,,2003
Uvas frescas,México,,,2003
Uvas frescas,Peru,,,2003
Uvas frescas,Paraguai,,,2003
Uvas frescas,Portugal,,,2003
Uvas frescas,Panamá,,,2003
Uvas frescas,Reino Unido,,,2003
Uvas frescas,Uruguai,,,2003
Uvas frescas,Venezuela,,,2003
Uvas frescas,Não consta na tabela,,,2003
Uvas frescas,Outros,,,2003
Uvas passas,Afeganistão,,,2003
Uvas passas,África do Sul,59000.0,96513.0,2003
Uvas passas,"Alemanha, República Democrática",,,2003
Uvas passas,Arábia Saudita,18000.0,16900.0,2003
Uvas passas,Argentina,6449180.0,5741921.0,2003
Uvas passas,Austrália,,,2003
Uvas passas,Bélgica,187450.0,141872.0,2003
Uvas passas,Chile,6011522.0,5283111.0,2003
Uvas passas,China,,,2003
Uvas passas,China Continental,,,2003
Uvas passas,Cingapura,,,2003
Uvas passas,Costa Rica,,,2003
Uvas passas,Emirados,271970.0,259971.0,2003
Uvas passas,Egito,,,2003
Uvas passas,Espanha,,,2003
Uvas passas,Estados Unidos,504069.0,767763.0,2003
Uvas passas,França,,,2003
Uvas passas,Grécia,,,2003
Uvas passas,Guiana Britânica,,,2003
Uvas passas,Índia,,,2003
Uvas passas,Irã,592175.0,558656.0,2003
Uvas passas,Itália,,,2003
Uvas passas,Japão,,,2003
Uvas passas,México,,,2003
Uvas passas,Países Baixos,,,2003
Uvas passas,Paraguai,,,2003
Uvas passas,Peru,,,2003
Uvas passas,Portugal,,,2003
Uvas passas,Reino Unido,,,2003
Uvas passas,Suécia,,,2003
Uvas passas,Turquia,913290.0,669604.0,2003
Uvas passas,Uruguai,16800.0,17400.0,2003
Uvas passas,Uzbequistão,,,2003
Uvas passas,Venezuela,,,2003
Uvas passas,Não consta na tabela,,,2003
Uvas passas,Outros,,,2003
Suco de uva,Africa do Sul,,,2003
Suco de uva,Alemanha,,,2003
Suco de uva,Argentina,2237000.0,994132.0,2003
Suco de uva,Austria,,,2003
Suco de uva,Canadá,,,2003
Suco de uva,"Coreia do Sul, República",5400.0,2145.0,2003
Suco de uva,"Coreia do Norte, República",,,2003
Suco de uva,Chile,,,2003
Suco de uva,China,,,2003
Suco de uva,Dinamarca,,,2003
Suco de uva,Espanha,,,2003
Suco de uva,Estados Unidos,3536.0,4555.0,2003
Suco de uva,França,6.0,5.0,2003
Suco de uva,Guiana,,,2003
Suco de uva,Israel,,,2003
Suco de uva,itália,,,2003
Suco de uva,Japão,,,2003
Suco de uva,Líbano,,,2003
Suco de uva,México,,,2003
Suco de uva,Países Baixos,,,2003
Suco de uva,Panamá,,,2003
Suco de uva,Peru,,,2003
Suco de uva,Portugal,,,2003
Suco de uva,Reino Unido,,,2003
Suco de uva,Taiwan,,,2003
Suco de uva,Turquia,,,2003
Suco de uva,Uruguai,,,2003
Suco de uva,Venezuela,,,2003
Suco de uva,Outros,,,2003
Vinhos de mesa,Africa do Sul,303489.0,665101.0,2004
Vinhos de mesa,Alemanha,420075.0,550750.0,2004
Vinhos de mesa,Argélia,,,2004
Vinhos de mesa,Arábia Saudita,,,2004
Vinhos de mesa,Argentina,10202602.0,17142493.0,2004
Vinhos de mesa,Armênia,,,2004
Vinhos de mesa,Austrália,192539.0,561291.0,2004
Vinhos de mesa,Áustria,1170.0,24677.0,2004
Vinhos de mesa,Bermudas,,,2004
Vinhos de mesa,Bélgica,,,2004
Vinhos de mesa,Bolívia,,,2004
Vinhos de mesa,Bósnia-Herzegovina,,,2004
Vinhos de mesa,Brasil,2088.0,16212.0,2004
Vinhos de mesa,Bulgária,,,2004
Vinhos de mesa,Canada,,,2004
Vinhos de mesa,Chile,11134141.0,22521618.0,2004
Vinhos de mesa,China,,,2004
Vinhos de mesa,"Coreia do Sul, República",450.0,560.0,2004
Vinhos de mesa,Croácia,,,2004
Vinhos de mesa,Cuba,,,2004
Vinhos de mesa,Emirados Árabes Unidos,,,2004
Vinhos de mesa,Eslovênia,,,2004
Vinhos de mesa,Eslováquia,,,2004
