Type,Country,Quantity (kg),Value (US$),Year
Espumantes,Bélgica,,,1973
Espumantes,Brasil,,,1973
Espumantes,Bulgária,,,1973
Espumantes,Canada,,,1973
Espumantes,Chile,328.0,133.0,1973
Espumantes,Croácia,,,1973
Espumantes,Cuba,,,1973
Espumantes,Emirados Árabes Unidos,,,1973
Espumantes,Eslovênia,,,1973
Espumantes,Espanha,40172.0,28895.0,1973
Espumantes,Estados Unidos,,,1973
Espumantes,França,49453.0,186096.0,1973
Espumantes,Geórgia,,,1973
Espumantes,Granada,,,1973
Espumantes,Grécia,,,1973
Espumantes,Hong Kong,,,1973
Espumantes,Hungria,,,1973
Espumantes,Indonésia,,,1973
Espumantes,Irlanda,,,1973
Espumantes,Israel,27.0,36.0,1973
Espumantes,Itália,5854.0,5395.0,1973
Espumantes,Japão,,,1973
Espumantes,Luxemburgo,,,1973
Espumantes,México,,,1973
Espumantes,Moldávia,,,1973
Espumantes,Nova Zelândia,,,1973
Espumantes,Países Baixos,,,1973
Espumantes,Panamá,,,1973
Espumantes,Peru,,,1973
Espumantes,Portugal,30074.0,39670.0,1973
Espumantes,Reino Unido,,,1973
Espumantes,Romênia,,,1973
Espumantes,Suíça,,,1973
Espumantes,Tunísia,,,1973
Espumantes,Ucrânia,,,1973
Espumantes,Uruguai,,,1973
Espumantes,Não consta na tabela,,,1973
Espumantes,Não declarados,,,1973
Espumantes,Outros,24.0,10054.0,1973
Uvas frescas,Argélia,,,1973
Uvas frescas,Argentina,396840.0,253061.0,1973
Uvas frescas,Brasil,,,1973
Uvas frescas,Chile,2472710.0,958295.0,1973
Uvas frescas,Colômbia,63645.0,37098.0,1973
Uvas frescas,Egito,,,1973
Uvas frescas,Espanha,447401.0,199420.0,1973
Uvas frescas,Estados Unidos,119095.0,79765.0,1973
Uvas frescas,Grécia,90000.0,35000.0,1973
Uvas frescas,Itália,,,1973
Uvas frescas,México,2500.0,1500.0,1973
Uvas frescas,Peru,,,1973
Uvas frescas,Paraguai,,,1973
Uvas frescas,Portugal,,,1973
Uvas frescas,Panamá,,,1973
Uvas frescas,Reino Unido,,,1973
Uvas frescas,Uruguai,6300.0,3020.0,1973
Uvas frescas,Venezuela,4672.0,9185.0,1973
Uvas frescas,Não consta na tabela,,,1973
Uvas frescas,Outros,,,1973
Uvas passas,Afeganistão,,,1973
Uvas passas,África do Sul,,,1973
Uvas passas,"Alemanha, República Democrática",,,1973
Uvas passas,Arábia Saudita,,,1973
Uvas passas,Argentina,1277380.0,1848195.0,1973
Uvas passas,Austrália,,,1973
Uvas passas,Bélgica,,,1973
Uvas passas,Chile,59747.0,66242.0,1973
Uvas passas,China,,,1973
Uvas passas,China Continental,25000.0,5210.0,1973
Uvas passas,Cingapura,,,1973
Uvas passas,Costa Rica,,,1973
Uvas passas,Emirados,,,1973
Uvas passas,Egito,,,1973
Uvas passas,Espanha,144000.0,170234.0,1973
Uvas passas,Estados Unidos,538195.0,700181.0,1973
Uvas passas,França,,,1973
Uvas passas,Grécia,132420.0,180586.0,1973
Uvas passas,Guiana Britânica,,,1973
Uvas passas,Índia,,,1973
Uvas passas,Irã,,,1973
Uvas passas,Itália,59136.0,25428.0,1973
Uvas passas,Japão,,,1973
Uvas passas,México,28906.0,24653.0,1973
Uvas passas,Países Baixos,,,1973
Uvas passas,Paraguai,,,1973
Uvas passas,Peru,,,1973
Uvas passas,Portugal,,,1973
Uvas passas,Reino Unido,,,1973
Uvas passas,Suécia,,,1973
Uvas passas,Turquia,324242.0,276922.0,1973
Uvas passas,Uruguai,,,1973
Uvas passas,Uzbequistão,,,1973
Uvas passas,Venezuela,256.0,686.0,1973
Uvas passas,Não consta na tabela,,,1973
Uvas passas,Outros,,,1973
Suco de uva,Africa do Sul,,,1973
Suco de uva,Alemanha,,,1973
Suco de uva,Argentina,3600.0,1350.0,1973
Suco de uva,Austria,,,1973
Suco de uva,Canadá,,,1973
Suco de uva,"Coreia do Sul, República",,,1973
Suco de uva,"Coreia do Norte, República",,,1973
Suco de uva,Chile,,,1973
Suco de uva,China,,,1973
Suco de uva,Dinamarca,80.0,38.0,1973
Suco de uva,Espanha,,,1973
Suco de uva,Estados Unidos,7.0,7.0,1973
Suco de uva,França,27.0,36.0,1973
Suco de uva,Guiana,35.0,12.0,1973
Suco de uva,Israel,,,1973
Suco de uva,itália,,,1973
Suco de uva,Japão,,,1973
Suco de uva,Líbano,,,1973
Suco de uva,México,,,1973
Suco de uva,Países Baixos,,,1973
Suco de uva,Panamá,,,1973
Suco de uva,Peru,,,1973
Suco de uva,Portugal,1402.0,732.0,1973
Suco de uva,Reino Unido,244.0,129.0,1973
Suco de uva,Taiwan,,,1973
Suco de uva,Turquia,,,1973
Suco de uva,Uruguai,,,1973
Suco de uva,Venezuela,127.0,185.0,1973
Suco de uva,Outros,,,1973
Vinhos de mesa,Africa do Sul,,,1974
Vinhos de mesa,Alemanha,219173.0,202502.0,1974
Vinhos de mesa,Argélia,,,1974
Vinhos de mesa,Arábia Saudita,,,1974
Vinhos de mesa,Argentina,215930.0,167473.0,1974
Vinhos de mesa,Armênia,,,1974
Vinhos de mesa,Austrália,,,1974
Vinhos de mesa,Áustria,5301.0,7394.0,1974
Vinhos de mesa,Bermudas,,,1974
Vinhos de mesa,Bélgica,,,1974
Vinhos de mesa,Bolívia,,,1974
Vinhos de mesa,Bósnia-Herzegovina,,,1974
Vinhos de mesa,Brasil,,,1974
Vinhos de mesa,Bulgária,,,1974
Vinhos de mesa,Canada,,,1974
Vinhos de mesa,Chile,550691.0,429885.0,1974
Vinhos de mesa,China,,,1974
Vinhos de mesa,"Coreia do Sul, República",,,1974
Vinhos de mesa,Croácia,,,1974
Vinhos de mesa,Cuba,,,1974
Vinhos de mesa,Emirados Árabes Unidos,,,1974
Vinhos de mesa,Eslovênia,,,1974
Vinhos de mesa,Eslováquia,,,1974
Vinhos de mesa,Espanha,362577.0,215208.0,1974
Vinhos de mesa,Estados Unidos,,,1974
Vinhos de mesa,França,316584.0,465175.0,1974
Vinhos de mesa,Geórgia,,,1974
Vinhos de mesa,"Geórgia do Sul e Sandwich do Sul, Ilhas",,,1974
Vinhos de mesa,Grécia,,,1974
Vinhos de mesa,Hong Kong,,,1974
Vinhos de mesa,Hungria,,,1974
Vinhos de mesa,Indonésia,,,1974
Vinhos de mesa,Irlanda,,,1974
Vinhos de mesa,Israel,,,1974
Vinhos de mesa,Itália,305763.0,278089.0,1974
Vinhos de mesa,Japão,,,1974
Vinhos de mesa,Iugoslávia,2520.0,1804.0,1974
Vinhos de mesa,Líbano,,,1974
Vinhos de mesa,Luxemburgo,,,1974
Vinhos de mesa,Macedônia,,,1974
Vinhos de mesa,Marrocos,,,1974
Vinhos de mesa,México,,,1974
Vinhos de mesa,Moldávia,,,1974
Vinhos de mesa,Montenegro,,,1974
Vinhos de mesa,Noruega,,,1974
Vinhos de mesa,Nova Zelândia,,,1974
Vinhos de mesa,Países Baixos (Holanda),,,1974
Vinhos de mesa,Panamá,,,1974
Vinhos de mesa,Paraguai,,,1974
Vinhos de mesa,Peru,,,1974
Vinhos de mesa,Porto Rico,,,1974
Vinhos de mesa,Portugal,2245288.0,1917710.0,1974
Vinhos de mesa,Reino Unido,,,1974
Vinhos de mesa,Republica Dominicana,,,1974
Vinhos de mesa,Romênia,,,1974
Vinhos de mesa,Rússia,,,1974
Vinhos de mesa,San Marino,,,1974
Vinhos de mesa,Sérvia,,,1974
Vinhos de mesa,Síria,,,1974
Vinhos de mesa,Suazilândia,,,1974
Vinhos de mesa,Suíça,,,1974
Vinhos de mesa,"Tcheca, República",,,1974
Vinhos de mesa,Tunísia,,,1974
Vinhos de mesa,Turquia,,,1974
Vinhos de mesa,Ucrânia,,,1974
Vinhos de mesa,Uruguai,,,1974
Vinhos de mesa,Não consta na tabela,,,1974
Vinhos de mesa,Não declarados,,,1974
Vinhos de mesa,Outros,21501.0,28163.0,1974
Espumantes,Africa do Sul,,,1974
Espumantes,Alemanha,1667.0,2128.0,1974
Espumantes,Argentina,2831.0,3035.0,1974
Espumantes,Austrália,,,1974
Espumantes,Áustria,,,1974
Espumantes,Bermudas,,,1974
Espumantes,Bahamas,,,1974
Espumantes,Bélgica,,,1974
Espumantes,Brasil,,,1974
Espumantes,Bulgária,,,1974
Espumantes,Canada,,,1974
Espumantes,Chile,180.0,340.0,1974
Espumantes,Croácia,,,1974
Espumantes,Cuba,,,1974
Espumantes,Emirados Árabes Unidos,,,1974
Espumantes,Eslovênia,,,1974
Espumantes,Espanha,41971.0,36350.0,1974
Espumantes,Estados Unidos,,,1974
Espumantes,França,83575.0,335930.0,1974
Espumantes,Geórgia,,,1974
Espumantes,Granada,,,1974
Espumantes,Grécia,,,1974
Espumantes,Hong Kong,,,1974
Espumantes,Hungria,,,1974
Espumantes,Indonésia,,,1974
Espumantes,Irlanda,,,1974
Espumantes,Israel,,,1974
Espumantes,Itália,24637.0,24784.0,1974
Espumantes,Japão,,,1974
Espumantes,Luxemburgo,,,1974
Espumantes,México,,,1974
Espumantes,Moldávia,,,1974
Espumantes,Nova Zelândia,,,1974
Espumantes,Países Baixos,,,1974
Espumantes,Panamá,,,1974
Espumantes,Peru,,,1974
Espumantes,Portugal,15886.0,29585.0,1974
Espumantes,Reino Unido,,,1974
Espumantes,Romênia,,,1974
Espumantes,Suíça,,,1974
Espumantes,Tunísia,,,1974
Espumantes,Ucrânia,,,1974
Espumantes,Uruguai,,,1974
Espumantes,Não consta na tabela,,,1974
Espumantes,Não declarados,,,1974
Espumantes,Outros,1801.0,2999.0,1974
Uvas frescas,Argélia,,,1974
Uvas frescas,Argentina,1179250.0,591328.0,1974
Uvas frescas,Brasil,,,1974
Uvas frescas,Chile,2154407.0,958383.0,1974
Uvas frescas,Colômbia,131888.0,85894.0,1974
Uvas frescas,Egito,,,1974
Uvas frescas,Espanha,440559.0,210385.0,1974
Uvas frescas,Estados Unidos,59064.0,40145.0,1974
Uvas frescas,Grécia,,,1974
Uvas frescas,Itália,,,1974
Uvas frescas,México,,,1974
Uvas frescas,Peru,,,1974
Uvas frescas,Paraguai,,,1974
Uvas frescas,Portugal,,,1974
Uvas frescas,Panamá,,,1974
Uvas frescas,Reino Unido,,,1974
Uvas frescas,Uruguai,,,1974
Uvas frescas,Venezuela,4006.0,6239.0,1974
Uvas frescas,Não consta na tabela,,,1974
Uvas frescas,Outros,,,1974
Uvas passas,Afeganistão,,,1974
Uvas passas,África do Sul,,,1974
Uvas passas,"Alemanha, República Democrática",,,1974
Uvas passas,Arábia Saudita,,,1974
Uvas passas,Argentina,1004987.0,1154210.0,1974
Uvas passas,Austrália,88754.0,88567.0,1974
Uvas passas,Bélgica,,,1974
Uvas passas,Chile,,,1974
Uvas passas,China,,,1974
Uvas passas,China Continental,,,1974
Uvas passas,Cingapura,,,1974
Uvas passas,Costa Rica,,,1974
Uvas passas,Emirados,,,1974
Uvas passas,Egito,,,1974
Uvas passas,Espanha,9500.0,14640.0,1974
Uvas passas,Estados Unidos,953941.0,1447142.0,1974
Uvas passas,França,,,1974
Uvas passas,Grécia,139103.0,149364.0,1974
Uvas passas,Guiana Britânica,,,1974
Uvas passas,Índia,,,1974
Uvas passas,Irã,,,1974
Uvas passas,Itália,69650.0,41790.0,1974
Uvas passas,Japão,,,1974
Uvas passas,México,40000.0,60896.0,1974
Uvas passas,Países Baixos,,,1974
Uvas passas,Paraguai,,,1974
Uvas passas,Peru,,,1974
Uvas passas,Portugal,,,1974
Uvas passas,Reino Unido,,,1974
Uvas passas,Suécia,,,1974
Uvas passas,Turquia,116338.0,118050.0,1974
Uvas passas,Uruguai,,,1974
Uvas passas,Uzbequistão,,,1974
Uvas passas,Venezuela,561.0,1236.0,1974
Uvas passas,Não consta na tabela,,,1974
Uvas passas,Outros,,,1974
Suco de uva,Africa do Sul,,,1974
Suco de uva,Alemanha,,,1974
Suco de uva,Argentina,10200.0,3500.0,1974
Suco de uva,Austria,,,1974
Suco de uva,Canadá,,,1974
Suco de uva,"Coreia do Sul, República",,,1974
Suco de uva,"Coreia do Norte, República",,,1974
Suco de uva,Chile,,,1974
Suco de uva,China,,,1974
Suco de uva,Dinamarca,,,1974
Suco de uva,Espanha,,,1974
Suco de uva,Estados Unidos,731.0,406.0,1974
Suco de uva,França,,,1974
Suco de uva,Guiana,,,1974
Suco de uva,Israel,18.0,8.0,1974
Suco de uva,itália,,,1974
Suco de uva,Japão,,,1974
Suco de uva,Líbano,,,1974
Suco de uva,México,,,1974
Suco de uva,Países Baixos,,,1974
Suco de uva,Panamá,,,1974
Suco de uva,Peru,,,1974
Suco de uva,Portugal,,,1974
Suco de uva,Reino Unido,,,1974
Suco de uva,Taiwan,,,1974
Suco de uva,Turquia,,,1974
Suco de uva,Uruguai,,,1974
Suco de uva,Venezuela,,,1974
Suco de uva,Outros,,,1974
Vinhos de mesa,Africa do Sul,,,1975
Vinhos de mesa,Alemanha,134354.0,149931.0,1975
Vinhos de mesa,Argélia,,,1975
Vinhos de mesa,Arábia Saudita,,,1975
Vinhos de mesa,Argentina,145823.0,90855.0,1975
Vinhos de mesa,Armênia,,,1975
Vinhos de mesa,Austrália,,,1975
Vinhos de mesa,Áustria,8835.0,5560.0,1975
Vinhos de mesa,Bermudas,,,1975
Vinhos de mesa,Bélgica,,,1975
Vinhos de mesa,Bolívia,,,1975
Vinhos de mesa,Bósnia-Herzegovina,,,1975
Vinhos de mesa,Brasil,,,1975
Vinhos de mesa,Bulgária,,,1975
Vinhos de mesa,Canada,,,1975
Vinhos de mesa,Chile,952233.0,764780.0,1975
Vinhos de mesa,China,,,1975
Vinhos de mesa,"Coreia do Sul, República",,,1975
Vinhos de mesa,Croácia,,,1975
Vinhos de mesa,Cuba,,,1975
Vinhos de mesa,Emirados Árabes Unidos,,,1975
Vinhos de mesa,Eslovênia,,,1975
Vinhos de mesa,Eslováquia,,,1975
Vinhos de mesa,Espanha,174608.0,123102.0,1975
Vinhos de mesa,Estados Unidos,965.0,3761.0,1975
Vinhos de mesa,França,191546.0,278746.0,1975
Vinhos de mesa,Geórgia,,,1975
Vinhos de mesa,"Geórgia do Sul e Sandwich do Sul, Ilhas",,,1975
Vinhos de mesa,Grécia,,,1975
Vinhos de mesa,Hong Kong,,,1975
Vinhos de mesa,Hungria,,,1975
Vinhos de mesa,Indonésia,,,1975
Vinhos de mesa,Irlanda,,,1975
Vinhos de mesa,Israel,,,1975
Vinhos de mesa,Itália,250541.0,244731.0,1975
Vinhos de mesa,Japão,,,1975
Vinhos de mesa,Iugoslávia,7969.0,5128.0,1975
Vinhos de mesa,Líbano,,,1975
Vinhos de mesa,Luxemburgo,,,1975
Vinhos de mesa,Macedônia,,,1975
Vinhos de mesa,Marrocos,,,1975
Vinhos de mesa,México,,,1975
Vinhos de mesa,Moldávia,,,1975
Vinhos de mesa,Montenegro,,,1975
Vinhos de mesa,Noruega,,,1975
Vinhos de mesa,Nova Zelândia,,,1975
Vinhos de mesa,Países Baixos (Holanda),,,1975
Vinhos de mesa,Panamá,,,1975
Vinhos de mesa,Paraguai,,,1975
Vinhos de mesa,Peru,,,1975
Vinhos de mesa,Porto Rico,,,1975
Vinhos de mesa,Portugal,2192004.0,1838430.0,1975
Vinhos de mesa,Reino Unido,,,1975
Vinhos de mesa,Republica Dominicana,,,1975
Vinhos de mesa,Romênia,,,1975
Vinhos de mesa,Rússia,,,1975
Vinhos de mesa,San Marino,,,1975
Vinhos de mesa,Sérvia,,,1975
Vinhos de mesa,Síria,,,1975
Vinhos de mesa,Suazilândia,,,1975
Vinhos de mesa,Suíça,,,1975
Vinhos de mesa,"Tcheca, República",,,1975
Vinhos de mesa,Tunísia,,,1975
Vinhos de mesa,Turquia,,,1975
Vinhos de mesa,Ucrânia,,,1975
Vinhos de mesa,Uruguai,,,1975
Vinhos de mesa,Não consta na tabela,,,1975
Vinhos de mesa,Não declarados,,,1975
Vinhos de mesa,Outros,18132.0,13989.0,1975
Espumantes,Africa do Sul,,,1975
Espumantes,Alemanha,355.0,937.0,1975
Espumantes,Argentina,11120.0,5732.0,1975
Espumantes,Austrália,,,1975
Espumantes,Áustria,,,1975
Espumantes,Bermudas,,,1975
Espumantes,Bahamas,,,1975
Espumantes,Bélgica,,,1975
Espumantes,Brasil,,,1975
Espumantes,Bulgária,,,1975
Espumantes,Canada,,,1975
Espumantes,Chile,672.0,1140.0,1975
Espumantes,Croácia,,,1975
Espumantes,Cuba,,,1975
Espumantes,Emirados Árabes Unidos,,,1975
Espumantes,Eslovênia,,,1975
Espumantes,Espanha,54863.0,51166.0,1975
Espumantes,Estados Unidos,,,1975
Espumantes,França,17770.0,80649.0,1975
Espumantes,Geórgia,,,1975
Espumantes,Granada,,,1975
Espumantes,Grécia,,,1975
Espumantes,Hong Kong,,,1975
Espumantes,Hungria,,,1975
Espumantes,Indonésia,,,1975
Espumantes,Irlanda,,,1975
Espumantes,Israel,,,1975
Espumantes,Itália,22782.0,19240.0,1975
Espumantes,Japão,,,1975
Espumantes,Luxemburgo,,,1975
Espumantes,México,,,1975
Espumantes,Moldávia,,,1975
Espumantes,Nova Zelândia,,,1975
Espumantes,Países Baixos,,,1975
Espumantes,Panamá,,,1975
Espumantes,Peru,,,1975
Espumantes,Portugal,2147.0,3798.0,1975
Espumantes,Reino Unido,,,1975
Espumantes,Romênia,,,1975
Espumantes,Suíça,,,1975
Espumantes,Tunísia,,,1975
Espumantes,Ucrânia,,,1975
Espumantes,Uruguai,,,1975
Espumantes,Não consta na tabela,,,1975
Espumantes,Não declarados,,,1975
Espumantes,Outros,13096.0,17961.0,1975
Uvas frescas,Argélia,,,1975
Uvas frescas,Argentina,527100.0,313210.0,1975
Uvas frescas,Brasil,,,1975
Uvas frescas,Chile,2276355.0,1261496.0,1975
Uvas frescas,Colômbia,300449.0,229579.0,1975
Uvas frescas,Egito,,,1975
Uvas frescas,Espanha,116765.0,55435.0,1975
Uvas frescas,Estados Unidos,49955.0,33535.0,1975
Uvas frescas,Grécia,,,1975
Uvas frescas,Itália,,,1975
Uvas frescas,México,,,1975
Uvas frescas,Peru,,,1975
Uvas frescas,Paraguai,,,1975
Uvas frescas,Portugal,,,1975
Uvas frescas,Panamá,,,1975
Uvas frescas,Reino Unido,,,1975
Uvas frescas,Uruguai,,,1975
Uvas frescas,Venezuela,12734.0,20457.0,1975
Uvas frescas,Não consta na tabela,,,1975
Uvas frescas,Outros,,,1975
Uvas passas,Afeganistão,,,1975
Uvas passas,África do Sul,72000.0,54360.0,1975
Uvas passas,"Alemanha, República Democrática",29988.0,2283.0,1975
Uvas passas,Arábia Saudita,,,1975
Uvas passas,Argentina,1583972.0,1142114.0,1975
Uvas passas,Austrália,66750.0,59852.0,1975
Uvas passas,Bélgica,,,1975
Uvas passas,Chile,555818.0,714754.0,1975
Uvas passas,China,,,1975
Uvas passas,China Continental,,,1975
Uvas passas,Cingapura,,,1975
Uvas passas,Costa Rica,,,1975
Uvas passas,Emirados,,,1975
Uvas passas,Egito,,,1975
Uvas passas,Espanha,7500.0,15495.0,1975
Uvas passas,Estados Unidos,494268.0,674204.0,1975
Uvas passas,França,,,1975
Uvas passas,Grécia,28335.0,22989.0,1975
Uvas passas,Guiana Britânica,,,1975
Uvas passas,Índia,,,1975
Uvas passas,Irã,5.0,0.0,1975
Uvas passas,Itália,150000.0,80854.0,1975
Uvas passas,Japão,,,1975
Uvas passas,México,234900.0,293712.0,1975
Uvas passas,Países Baixos,,,1975
Uvas passas,Paraguai,20000.0,12000.0,1975
Uvas passas,Peru,,,1975
Uvas passas,Portugal,,,1975
Uvas passas,Reino Unido,,,1975
Uvas passas,Suécia,,,1975
Uvas passas,Turquia,7000.0,4571.0,1975
Uvas passas,Uruguai,,,1975
Uvas passas,Uzbequistão,,,1975
Uvas passas,Venezuela,2240.0,6252.0,1975
Uvas passas,Não consta na tabela,,,1975
Uvas passas,Outros,,,1975
Suco de uva,Africa do Sul,,,1975
Suco de uva,Alemanha,5.0,1.0,1975
Suco de uva,Argentina,6.0,5.0,1975
Suco de uva,Austria,,,1975
Suco de uva,Canadá,,,1975
Suco de uva,"Coreia do Sul, República",,,1975
Suco de uva,"Coreia do Norte, República",,,1975
Suco de uva,Chile,,,1975
Suco de uva,China,,,1975
Suco de uva,Dinamarca,,,1975
Suco de uva,Espanha,,,1975
Suco de uva,Estados Unidos,3364.0,859.0,1975
Suco de uva,França,,,1975
Suco de uva,Guiana,,,1975
Suco de uva,Israel,225.0,112.0,1975
Suco de uva,itália,,,1975
Suco de uva,Japão,,,1975
Suco de uva,Líbano,,,1975
Suco de uva,México,,,1975
Suco de uva,Países Baixos,,,1975
Suco de uva,Panamá,,,1975
Suco de uva,Peru,,,1975
Suco de uva,Portugal,,,1975
Suco de uva,Reino Unido,,,1975
Suco de uva,Taiwan,,,1975
Suco de uva,Turquia,,,1975
Suco de uva,Uruguai,,,1975
Suco de uva,Venezuela,,,1975
Suco de uva,Outros,,,1975
Vinhos de mesa,Africa do Sul,,,1976
Vinhos de mesa,Alemanha,168134.0,171308.0,1976
Vinhos de mesa,Argélia,,,1976
Vinhos de mesa,Arábia Saudita,,,1976
Vinhos de mesa,Argentina,348653.0,277507.0,1976
Vinhos de mesa,Armênia,,,1976
Vinhos de mesa,Austrália,,,1976
Vinhos de mesa,Áustria,,,1976
Vinhos de mesa,Bermudas,,,1976
Vinhos de mesa,Bélgica,,,1976
Vinhos de mesa,Bolívia,,,1976
Vinhos de mesa,Bósnia-Herzegovina,,,1976
Vinhos de mesa,Brasil,,,1976
Vinhos de mesa,Bulgária,,,1976
Vinhos de mesa,Canada,,,1976
Vinhos de mesa,Chile,2175650.0,1574474.0,1976
Vinhos de mesa,China,,,1976
Vinhos de mesa,"Coreia do Sul, República",,,1976
Vinhos de mesa,Croácia,,,1976
Vinhos de mesa,Cuba,,,1976
Vinhos de mesa,Emirados Árabes Unidos,,,1976
Vinhos de mesa,Eslovênia,,,1976
Vinhos de mesa,Eslováquia,,,1976
Vinhos de mesa,Espanha,52474.0,41000.0,1976
Vinhos de mesa,Estados Unidos,1800.0,2575.0,1976
Vinhos de mesa,França,284613.0,423696.0,1976
Vinhos de mesa,Geórgia,,,1976
Vinhos de mesa,"Geórgia do Sul e Sandwich do Sul, Ilhas",,,1976
Vinhos de mesa,Grécia,,,1976
Vinhos de mesa,Hong Kong,,,1976
Vinhos de mesa,Hungria,,,1976
Vinhos de mesa,Indonésia,,,1976
Vinhos de mesa,Irlanda,,,1976
Vinhos de mesa,Israel,,,1976
Vinhos de mesa,Itália,304377.0,276633.0,1976
Vinhos de mesa,Japão,,,1976
Vinhos de mesa,Iugoslávia,2100.0,1870.0,1976
Vinhos de mesa,Líbano,,,1976
Vinhos de mesa,Luxemburgo,,,1976
Vinhos de mesa,Macedônia,,,1976
Vinhos de mesa,Marrocos,,,1976
Vinhos de mesa,México,,,1976
Vinhos de mesa,Moldávia,,,1976
Vinhos de mesa,Montenegro,,,1976
Vinhos de mesa,Noruega,,,1976
Vinhos de mesa,Nova Zelândia,,,1976
Vinhos de mesa,Países Baixos (Holanda),,,1976
Vinhos de mesa,Panamá,,,1976
Vinhos de mesa,Paraguai,,,1976
Vinhos de mesa,Peru,,,1976
Vinhos de mesa,Porto Rico,,,1976
Vinhos de mesa,Portugal,2284423.0,1872573.0,1976
Vinhos de mesa,Reino Unido,,,1976
Vinhos de mesa,Republica Dominicana,,,1976
Vinhos de mesa,Romênia,,,1976
Vinhos de mesa,Rússia,,,1976
Vinhos de mesa,San Marino,,,1976
Vinhos de mesa,Sérvia,,,1976
Vinhos de mesa,Síria,,,1976
Vinhos de mesa,Suazilândia,,,1976
Vinhos de mesa,Suíça,,,1976
Vinhos de mesa,"Tcheca, República",,,1976
Vinhos de mesa,Tunísia,,,1976
Vinhos de mesa,Turquia,,,1976
Vinhos de mesa,Ucrânia,,,1976
Vinhos de mesa,Uruguai,,,1976
Vinhos de mesa,Não consta na tabela,,,1976
Vinhos de mesa,Não declarados,,,1976
Vinhos de mesa,Outros,10200.0,7884.0,1976
Espumantes,Africa do Sul,,,1976
Espumantes,Alemanha,1947.0,1880.0,1976
Espumantes,Argentina,,,1976
Espumantes,Austrália,,,1976
Espumantes,Áustria,,,1976
Espumantes,Bermudas,,,1976
Espumantes,Bahamas,,,1976
Espumantes,Bélgica,,,1976
Espumantes,Brasil,,,1976
Espumantes,Bulgária,,,1976
Espumantes,Canada,,,1976
Espumantes,Chile,10980.0,15660.0,1976
Espumantes,Croácia,,,1976
Espumantes,Cuba,,,1976
Espumantes,Emirados Árabes Unidos,,,1976
Espumantes,Eslovênia,,,1976
Espumantes,Espanha,17299.0,19252.0,1976
Espumantes,Estados Unidos,,,1976
Espumantes,França,16295.0,61873.0,1976
Espumantes,Geórgia,,,1976
Espumantes,Granada,,,1976
Espumantes,Grécia,,,1976
Espumantes,Hong Kong,,,1976
Espumantes,Hungria,,,1976
Espumantes,Indonésia,,,1976
Espumantes,Irlanda,,,1976
Espumantes,Israel,,,1976
Espumantes,Itália,11917.0,9896.0,1976
Espumantes,Japão,,,1976
Espumantes,Luxemburgo,,,1976
Espumantes,México,,,1976
Espumantes,Moldávia,,,1976
Espumantes,Nova Zelândia,,,1976
Espumantes,Países Baixos,,,1976
Espumantes,Panamá,,,1976
Espumantes,Peru,,,1976
Espumantes,Portugal,3972.0,7084.0,1976
Espumantes,Reino Unido,,,1976
Espumantes,Romênia,,,1976
Espumantes,Suíça,,,1976
Espumantes,Tunísia,,,1976
Espumantes,Ucrânia,,,1976
Espumantes,Uruguai,,,1976
Espumantes,Não consta na tabela,,,1976
Espumantes,Não declarados,,,1976
Espumantes,Outros,20.0,118.0,1976
Uvas frescas,Argélia,,,1976
Uvas frescas,Argentina,1219700.0,651150.0,1976
Uvas frescas,Brasil,,,1976
Uvas frescas,Chile,3120369.0,1806900.0,1976
Uvas frescas,Colômbia,292849.0,252441.0,1976
Uvas frescas,Egito,,,1976
Uvas frescas,Espanha,,,1976
Uvas frescas,Estados Unidos,19778.0,19416.0,1976
Uvas frescas,Grécia,,,1976
Uvas frescas,Itália,,,1976
Uvas frescas,México,,,1976
Uvas frescas,Peru,,,1976
Uvas frescas,Paraguai,,,1976
Uvas frescas,Portugal,,,1976
Uvas frescas,Panamá,,,1976
Uvas frescas,Reino Unido,,,1976
Uvas frescas,Uruguai,,,1976
Uvas frescas,Venezuela,500.0,1168.0,1976
Uvas frescas,Não consta na tabela,,,1976
Uvas frescas,Outros,,,1976
Uvas passas,Afeganistão,,,1976
Uvas passas,África do Sul,,,1976
Uvas passas,"Alemanha, República Democrática",,,1976
Uvas passas,Arábia Saudita,,,1976
Uvas passas,Argentina,2731566.0,2573741.0,1976
Uvas passas,Austrália,,,1976
Uvas passas,Bélgica,,,1976
Uvas passas,Chile,582102.0,643686.0,1976
Uvas passas,China,,,1976
Uvas passas,China Continental,,,1976
Uvas passas,Cingapura,,,1976
Uvas passas,Costa Rica,,,1976
Uvas passas,Emirados,,,1976
Uvas passas,Egito,,,1976
Uvas passas,Espanha,2000.0,5320.0,1976
Uvas passas,Estados Unidos,25285.0,46885.0,1976
Uvas passas,França,,,1976
Uvas passas,Grécia,,,1976
Uvas passas,Guiana Britânica,,,1976
Uvas passas,Índia,,,1976
Uvas passas,Irã,,,1976
